test_id,headline,CTR,pred_CTR_1,pred_CTR_2,pred_CTR_3,pred_CTR_4,pred_CTR_5,pred_CTR_6,pred_CTR_7,pred_CTR_8,pred_CTR_9,pred_CTR_10,pred_CTR_11,pred_CTR_12,pred_CTR_13,pred_CTR_14,pred_CTR_15,pred_CTR_16,pred_CTR_17,pred_CTR_18,pred_CTR_19,pred_CTR_20,pred_CTR_21,pred_CTR_22,pred_CTR_23,pred_CTR_24,pred_CTR_25,pred_CTR_26,pred_CTR_27,pred_CTR_28,pred_CTR_29,pred_CTR_30,pred_CTR_31,pred_CTR_32,pred_CTR_33,pred_CTR_34,pred_CTR_35,pred_CTR_36,pred_CTR_37,pred_CTR_38,pred_CTR_39,pred_CTR_40,pred_CTR_41,pred_CTR_42,pred_CTR_43,pred_CTR_44,pred_CTR_45,pred_CTR_46,pred_CTR_47,pred_CTR_48,pred_CTR_49,pred_CTR_50,pred_CTR_51,pred_CTR_52,pred_CTR_53,pred_CTR_54,pred_CTR_55,pred_CTR_56,pred_CTR_57,pred_CTR_58,pred_CTR_59,pred_CTR_60,pred_CTR_61,pred_CTR_62,pred_CTR_63
102,why both parties should agree to buy a few more telescopes,0.0065972222222222,0.010527059,0.009600634,0.01010121,-0.0016865246,0.009957816,0.009005874,-0.00022390578,0.00527134,0.011069955,0.016984988,0.018075686,0.0029622521,0.010813123,0.011861417,-0.0012445748,0.011513028,0.0189518,0.00981946,0.0039247405,0.008428652,0.015053958,0.0018468043,0.00593945,0.010947142,0.01563693,0.017568048,0.0024398882,0.009425089,0.012507226,-0.0022792108,0.010400277,0.019011637,0.012631763,0.0036917115,0.008482818,0.008766012,0.0027635433,0.008052185,0.016821774,0.012323773,0.010423401,0.0013911678,0.0059523843,0.0012258142,0.015300401,0.017077874,0.0025897399,0.01122852,0.013221411,-0.0008030161,0.010126509,0.018782806,0.009702779,0.004615157,0.009354372,0.009066125,0.0012961999,0.0041880226,0.010094397,0.014848009,0.018040668,0.0018604565,-0.000935304
102,how many asteroids are headed for earth at this exact moment?,0.0043652237177155,0.01047512,0.01049773,0.010745244,-0.00053520873,0.010501523,0.011031188,0.004184737,0.0032327333,0.011574103,0.01464672,0.016718332,0.0023732428,0.009832088,0.013728164,-0.0024193581,0.009811733,0.016035652,0.00775023,0.0070925606,0.010441665,0.01540198,0.0054656854,0.0038487213,0.010727022,0.013504384,0.015855204,0.0025641993,0.011014972,0.01247824,-0.0028236434,0.009766534,0.01553313,0.008889808,0.0061124554,0.010036744,0.008913672,0.0038574226,0.00890215,0.015302135,0.012871213,0.006569188,0.004943745,0.0037539648,0.00025386177,0.014194664,0.015935771,0.0016890019,0.012175916,0.013352133,-0.002305856,0.0093514845,0.01554513,0.0067618615,0.0075796265,0.011144843,0.008937588,0.005034509,0.0025869673,0.010614589,0.014357479,0.016912054,0.000189038,0.0034253206
131,how do you get an 8-year-old to fight the police? like this.,0.0205838323353293,0.016345633,0.017362436,0.016409598,0.007285204,0.014665101,0.01640778,0.008354949,0.0109122675,0.01940883,0.021669198,0.024848133,0.008167781,0.018547807,0.018995492,0.005085163,0.017992571,0.01985954,0.015121849,0.012985236,0.014207501,0.018860033,0.011770278,0.00911684,0.018676143,0.020730224,0.023694448,0.009728603,0.02430501,0.019665398,0.0047020093,0.016258243,0.020092944,0.015566274,0.01318776,0.014939714,0.015987854,0.008193221,0.014865987,0.020399822,0.019209407,0.014581297,0.010452039,0.011092533,0.008406738,0.020583346,0.02385614,0.007361509,0.023770532,0.019847535,0.0046748463,0.015783392,0.01973847,0.014605651,0.014916357,0.015137982,0.016182816,0.010111783,0.008956108,0.017445665,0.020760631,0.024902698,0.0069229566,0.008782137
131,what would cause a group of 8-year-olds to riot?,0.0219412420974339,0.019078374,0.018954597,0.01912921,0.011135031,0.017395435,0.017972602,0.014954894,0.013873786,0.02026996,0.021201458,0.028532263,0.010510623,0.019412464,0.025033277,0.011692829,0.02180231,0.026348107,0.016191406,0.01501309,0.016161669,0.02296375,0.016267225,0.015132939,0.020330774,0.021886773,0.026993908,0.01027113,0.021112781,0.025313042,0.011748359,0.0228098,0.025376873,0.01758436,0.015343514,0.016260948,0.021042936,0.013336301,0.016260056,0.02368564,0.02099619,0.02042638,0.015470572,0.013506333,0.010281069,0.020696912,0.026879624,0.010466984,0.022185419,0.024388874,0.011573097,0.021976791,0.026143711,0.017706,0.016450664,0.017492592,0.020583931,0.015486405,0.014943709,0.019768693,0.020740405,0.028136779,0.011034749,0.013835711
131,why do our children have to fight our battles? because we're not doing it.,0.0058522311631309,0.009151984,0.010367781,0.008459391,-9.5784664e-05,0.0072378665,0.009827891,0.0024075387,0.005305848,0.00809809,0.01322829,0.016389668,0.0007986892,0.010783432,0.011471722,0.0030986816,0.008935496,0.012948927,0.0047871377,0.0050385008,0.0075656474,0.01161959,0.0030221455,0.0063396012,0.009512104,0.011718243,0.015035587,-0.00081419013,0.014571147,0.012578707,0.0024006702,0.009270277,0.0133366855,0.0075213932,0.0040532695,0.008854412,0.0060494933,0.00064011663,0.005331153,0.013210049,0.010192374,0.008281652,0.0021495735,0.005693093,-0.0013166424,0.012171887,0.014912768,0.00016876496,0.013612872,0.011433665,0.003017908,0.008941013,0.013316836,0.005220693,0.005936278,0.009861805,0.0060583428,0.0028609606,0.0048818393,0.0073216483,0.012690917,0.01501242,0.00035662577,0.0007055532
131,kids are rioting in the streets over global warming,0.0075357950263752,0.009995047,0.010406084,0.010516355,-0.0014818795,0.008395866,0.008750126,0.0033210479,0.0034401398,0.009646561,0.0130026955,0.016683042,0.0016913861,0.007975735,0.011970999,0.0018887222,0.009438928,0.012666637,0.0054198327,0.0053373305,0.007460322,0.013892554,0.0049196035,0.0047816215,0.010633796,0.012795875,0.015860572,0.0012863427,0.01210786,0.012633996,0.0019310415,0.008526072,0.014456576,0.00767783,0.0046240287,0.00848813,0.0060559865,0.002859734,0.0062989667,0.014670996,0.010785731,0.007943006,0.0038952501,0.0046064546,0.001503218,0.01227013,0.016485155,0.0013654511,0.012916777,0.012039091,0.002062751,0.008521266,0.013752564,0.005627862,0.0057670698,0.008691192,0.006726403,0.0037945332,0.00414819,0.0076677315,0.013240704,0.015956119,-0.00026070513,0.0026220642
168,9 out of 10 people who go here die. it doesn't have to be that way.,0.0215852795470629,0.015358342,0.016699271,0.015270146,0.0049432702,0.014534034,0.0160843,0.0063445987,0.006314653,0.012511006,0.016378265,0.017018579,0.0047025643,0.009040574,0.011578027,0.0025522858,0.01116721,0.018412746,0.009462053,0.007549203,0.009163313,0.013848422,0.0071005323,0.007067048,0.013755699,0.014133953,0.01817235,0.0044586286,0.0133930035,0.012455195,0.0024802834,0.009821285,0.018276867,0.0135678025,0.0085483035,0.010067716,0.009878159,0.0058490895,0.008151848,0.017308714,0.015401576,0.012715803,0.007089615,0.007628873,0.0032034703,0.015088987,0.016794518,0.0043065436,0.014610143,0.012701673,0.0028051343,0.00908085,0.017765723,0.009216759,0.008915946,0.009941924,0.010383986,0.00773458,0.0076158554,0.012721501,0.015354145,0.01774351,0.004112782,0.0046450356
168,9 of 10 people who go here die. some of them shouldn't have gone in the first place.,0.0266617969320672,0.014032263,0.014741279,0.013916515,0.002767533,0.013205316,0.014887236,0.008281689,0.008800799,0.012596742,0.01831068,0.018511068,0.0041457172,0.010519015,0.013909638,0.004706543,0.009842996,0.018605858,0.009390302,0.0072417567,0.010578062,0.015431138,0.009282582,0.009625056,0.013847197,0.014566192,0.019012388,0.0038338136,0.01576183,0.014524501,0.0045843683,0.010190297,0.01805369,0.011083196,0.00575593,0.012426332,0.010984274,0.006928062,0.008032521,0.019824637,0.014092142,0.012753338,0.008338523,0.009971563,0.0033769906,0.018033914,0.018680532,0.0038059019,0.015382683,0.013311852,0.0054563675,0.010358129,0.017981369,0.009733086,0.0068175755,0.011802614,0.011010714,0.009471929,0.009157,0.012173913,0.018541787,0.019561492,0.0029993765,0.0068398938
169,10 amazing honeymoon spots that may not last as long as the marriage,0.0049675200611387,0.017760282,0.017896663,0.017829994,0.0053409003,0.017575571,0.018852405,0.008657465,0.009851435,0.012411537,0.019428026,0.029005583,0.00723299,0.012043068,0.016428564,0.011969533,0.013755564,0.020349523,0.013957619,0.010449401,0.012790646,0.01722422,0.010639822,0.011029516,0.011904245,0.0196124,0.026545588,0.0067254044,0.01248022,0.01597245,0.011103123,0.014197525,0.020339169,0.014711342,0.010077494,0.013625015,0.01252225,0.008033225,0.012691291,0.020767638,0.01770446,0.017366253,0.010287353,0.010057151,0.0022321194,0.019079056,0.027390935,0.007464513,0.013428966,0.01555139,0.011536783,0.013788406,0.020235116,0.0146300355,0.011082202,0.014583897,0.01249744,0.010392394,0.008808146,0.013702775,0.02011328,0.028200377,0.0060529243,0.008505215
169,10 amazing honeymoon spots that may not last as long as your marriage,0.0088041085840058,0.017934944,0.018056614,0.01794703,0.005713742,0.017420722,0.018694304,0.008726093,0.010522779,0.013781132,0.018995259,0.027389321,0.007855952,0.012415248,0.016379632,0.012999907,0.014569882,0.02040977,0.013829521,0.009877642,0.012910027,0.017023206,0.010458046,0.011759136,0.013787146,0.017856324,0.025210086,0.007421991,0.01406889,0.016118292,0.011957724,0.01494449,0.020491287,0.0140055595,0.0096785175,0.013963673,0.013354361,0.007973902,0.013018545,0.020558534,0.01853726,0.016844466,0.009884434,0.010953027,0.0032189079,0.018447524,0.026056416,0.0077510327,0.013337599,0.016093936,0.0123234745,0.014557429,0.020617764,0.01468325,0.010840461,0.014621653,0.013565937,0.0100727435,0.009424771,0.014545794,0.019609308,0.02675312,0.0070557073,0.008642708
169,10 amazing honeymoon spots that may not last as long as the average marriage,0.0035893754486719,0.018765813,0.018613437,0.018986132,0.006809296,0.01998584,0.019518696,0.010022558,0.011604852,0.014247023,0.021947548,0.030917872,0.008609716,0.013509538,0.017343683,0.014122095,0.014499459,0.020792108,0.014516522,0.011353071,0.013458621,0.018640764,0.011711025,0.0131548,0.013250452,0.02189795,0.028904635,0.008431397,0.014870165,0.018058393,0.013186127,0.015795026,0.02086755,0.016139533,0.010776921,0.014518391,0.014004091,0.008769546,0.013502555,0.022092415,0.017793067,0.018710427,0.011770829,0.011920598,0.0038562994,0.021113224,0.02963842,0.008516129,0.015726274,0.017438352,0.013733072,0.015539285,0.020759644,0.015354759,0.012059309,0.01560599,0.0139485095,0.011876285,0.011011678,0.015445236,0.02176874,0.03036616,0.0072610322,0.009935957
169,quick! visit these great wonders before you wonder where they went,0.0068542568542568,0.0138832815,0.013464056,0.0124814715,0.0015659742,0.011876177,0.012125829,0.004870265,0.009697909,0.011896422,0.013735225,0.019996215,0.004962815,0.010885374,0.013880219,0.003491357,0.011776496,0.01876304,0.010650172,0.0055229096,0.01155946,0.012057859,0.0056295004,0.0091874525,0.011528671,0.0071111023,0.019251827,0.0042873565,0.009066623,0.01390687,0.0029965714,0.010273382,0.019658243,0.008280356,0.004229028,0.011003252,0.009105774,0.0033716895,0.009563228,0.0121733975,0.013543924,0.012273617,0.0055963807,0.0094013475,-0.004038457,0.0129484385,0.018850282,0.0050425734,0.008807804,0.015712468,0.002560122,0.01040617,0.018367087,0.010071185,0.00533833,0.012133427,0.010754924,0.005702189,0.0070646163,0.010321517,0.013350135,0.019193351,0.0036459863,0.0031040777
171,14 things that are scarier than putting a needle in your arm,0.0147427854454203,0.014788743,0.014379758,0.014585953,0.0047545508,0.013977721,0.014407763,0.009095116,0.011297928,0.014244741,0.0165835,0.020872917,0.008303165,0.015195623,0.016950585,0.005142711,0.012624934,0.019934572,0.01153829,0.008027681,0.012912761,0.017263867,0.010738226,0.012395155,0.015419126,0.013584502,0.021259595,0.007385671,0.018842632,0.01646689,0.0059035644,0.013046134,0.020565145,0.014222341,0.0074760905,0.013829935,0.012093855,0.0054534487,0.013744496,0.018626658,0.015302423,0.013586927,0.009391817,0.013067183,0.0024864562,0.016732402,0.02057584,0.0071050506,0.017915547,0.016815003,0.0056594815,0.012528051,0.020165838,0.012674498,0.008476799,0.014000811,0.012772944,0.010597692,0.011014807,0.012964786,0.017331999,0.020823732,0.0075935144,0.008109901
171,think needles are scary?  i can think of exactly 14 things that are scarier.,0.0113601473748848,0.013491824,0.014826942,0.013434211,0.0019186642,0.012679536,0.014168462,0.008313615,0.0100592235,0.013479227,0.018026847,0.020742536,0.0063362233,0.015118401,0.01572478,0.006131623,0.012765337,0.018238178,0.011342561,0.008526321,0.012326676,0.016776424,0.0103281,0.01143453,0.014067318,0.01501441,0.020862125,0.0059148893,0.018752791,0.016800907,0.0070787743,0.014054656,0.018478159,0.012619915,0.0081240265,0.013206139,0.010578418,0.0046610124,0.01084383,0.020041546,0.015397709,0.014262918,0.008791991,0.011002518,0.0042311214,0.017128658,0.020982724,0.0056837685,0.01765582,0.015017148,0.006483676,0.013032205,0.01841098,0.011492857,0.0079922825,0.013010617,0.010525238,0.010165161,0.009222464,0.01246845,0.016792022,0.0210086,0.005489474,0.007565153
171,think needles are scary?  i can think of a few things that are scarier.,0.0106934543097861,0.011188783,0.012651484,0.010861598,0.000604216,0.009932874,0.012100859,0.0069552264,0.009393139,0.013115862,0.017199814,0.020438783,0.00520649,0.013813375,0.015964545,0.004523568,0.012868457,0.018440995,0.011303258,0.007607951,0.011273734,0.01657458,0.008383858,0.010918827,0.014288733,0.015245974,0.020631265,0.004861679,0.017351242,0.016656948,0.005186133,0.014122307,0.018767029,0.013213836,0.007544468,0.012534488,0.010123059,0.005296625,0.010091944,0.01951261,0.014475226,0.013287559,0.0071671302,0.010407349,0.0033934843,0.016346008,0.020847935,0.0050586574,0.016512949,0.015494252,0.004659286,0.013060059,0.018856313,0.011350055,0.0070658885,0.012409158,0.010405462,0.008495914,0.009018961,0.012144664,0.016307637,0.020647008,0.004345998,0.0054637184
171,a few things that are scarier than putting a needle in your arm,0.0159362549800796,0.013209511,0.012896825,0.0127147455,0.0029959287,0.012042187,0.012236055,0.007171453,0.010391497,0.012961059,0.01687355,0.018548854,0.0068905223,0.014628185,0.015719183,0.0037152804,0.011218492,0.019635601,0.010191067,0.0079524955,0.011680536,0.016043132,0.008861273,0.0125364745,0.014124248,0.01484864,0.018299703,0.0064312946,0.01851691,0.015823979,0.0039606467,0.012310728,0.019952884,0.013639059,0.007862234,0.013099406,0.010668779,0.005243117,0.0125352265,0.016752167,0.014699725,0.01260981,0.007307312,0.013115201,0.0011519939,0.01701006,0.017922442,0.0064839534,0.01742961,0.016690694,0.0040084366,0.011178248,0.019487826,0.010606873,0.008530693,0.013379287,0.011380395,0.008369412,0.01093693,0.012018735,0.01818748,0.017980166,0.0057749096,0.0061242096
189,43 seconds for the end of the plastic bottle,0.0083565459610027,0.011315351,0.0115772,0.01144195,-0.00032236055,0.011514042,0.01208953,0.0069152135,0.007845694,0.0138265155,0.017784491,0.022797916,0.0064623933,0.014941858,0.015485141,0.001048442,0.012302417,0.016675003,0.011592369,0.008588332,0.012414228,0.014810465,0.007845667,0.009258002,0.014011279,0.01588896,0.02203257,0.0057671554,0.016905244,0.015444901,0.00060355663,0.0115935765,0.01819421,0.01368619,0.008372779,0.0134243,0.010853285,0.0054070335,0.0126824975,0.017786486,0.015614955,0.012031127,0.007534437,0.00791841,0.001982268,0.0168818,0.021956433,0.006391527,0.017270666,0.0146493185,0.0019337609,0.011776663,0.017778648,0.0122331595,0.008846905,0.013639525,0.0109832585,0.0082335025,0.007892019,0.013513933,0.01709841,0.023155682,0.0059828553,0.0060053077
189,"they may be convenient, but can plastic bottles make a song as catchy as this?",0.0077601410934744,0.010847012,0.010510638,0.010691583,-0.0013167076,0.010990441,0.010953236,0.0025234306,0.004858412,0.0106122345,0.01373918,0.023812544,0.0025350694,0.01006831,0.01358632,0.0022752918,0.007841069,0.014362106,0.008834305,0.007199374,0.006408822,0.013654256,0.0034865383,0.005451008,0.011361174,0.013106972,0.02120411,0.0028757565,0.014947208,0.013394827,0.0036246479,0.008097529,0.01499233,0.0115035875,0.0064394204,0.008548625,0.0065744687,0.0022654217,0.009224168,0.015701482,0.011697311,0.008489674,0.0029737223,0.006212352,0.0016546212,0.013701439,0.022059955,0.002342973,0.013809586,0.013447309,0.0028480832,0.007815614,0.014542674,0.009615761,0.006418556,0.00812269,0.0073513687,0.0025583776,0.0040831463,0.010175772,0.012610439,0.021732297,0.0024076812,0.0015911376
189,what would it take for you to never use a plastic bottle again?,0.0121739130434782,0.01144618,0.011100505,0.012154425,0.0018631034,0.011735864,0.011314005,0.00400398,0.004719083,0.011972846,0.01658632,0.020742152,0.004035687,0.012772003,0.013933511,0.0046431944,0.010403652,0.016854513,0.009326262,0.008321959,0.009058692,0.01659951,0.0051381094,0.0056279013,0.0118682105,0.015165612,0.021471515,0.0035439543,0.016209686,0.013558943,0.0038781613,0.011344589,0.01713617,0.011617789,0.0074411416,0.010873269,0.010185679,0.0023557097,0.009993924,0.015815472,0.014194282,0.0142700765,0.004735696,0.005320863,0.0004983954,0.017724507,0.020760335,0.004494086,0.016254181,0.014147062,0.0045477245,0.010988906,0.017109716,0.009957117,0.008502595,0.011071421,0.010782253,0.0052943164,0.004435963,0.010505252,0.017025774,0.02091403,0.003285449,0.0037950706
189,hopefully this video won't make any sense in the future — not that it makes much sense now,0.007052186177715,0.016778158,0.018530142,0.016761081,0.007833531,0.016481292,0.01812613,0.012023111,0.013242027,0.018864475,0.022280604,0.027288321,0.012772499,0.01786721,0.020132765,0.011395283,0.020351287,0.02342297,0.01624582,0.013589752,0.016133446,0.022728827,0.013037079,0.013263647,0.020039191,0.01969869,0.027522475,0.013137393,0.01864106,0.021545596,0.010817066,0.020352527,0.02362358,0.01734827,0.012249281,0.016513005,0.016614601,0.0100615565,0.01589289,0.021545475,0.019888135,0.019398266,0.012718822,0.014665287,0.0076136347,0.021521976,0.026278902,0.0131268315,0.020102186,0.020765683,0.011658268,0.020056147,0.023762567,0.016360441,0.013175078,0.016536806,0.016468666,0.013856081,0.013286458,0.01894658,0.02136653,0.02691267,0.011699323,0.010490246
